,Timestamp (ms),Left Eye Center X,Left Eye Center Y,Right Eye Center X,Right Eye Center Y,Left Iris Relative Pos Dx,Left Iris Relative Pos Dy,Right Iris Relative Pos Dx,Right Iris Relative Pos Dy,Total Blink Count,Pitch,Yaw,Roll
3270,1730389686016,432.0,293.5,364.5,286.0,84,9,-50,-10,4,-0.3820723840814821,25.77811870542505,2.6245626702061893
3271,1730389686016,432.0,293.5,364.5,286.0,84,9,-50,-10,4,-0.3820723840814821,25.77811870542505,2.6245626702061893
3272,1730389686046,436.5,293.0,368.5,285.0,84,10,-51,-9,4,0.1812301243164942,21.975688641220184,2.946088415658661
3273,1730389686046,436.5,293.0,368.5,285.0,84,10,-51,-9,4,0.1812301243164942,21.975688641220184,2.946088415658661
3274,1730389686084,438.5,292.0,371.5,284.0,83,9,-51,-9,4,0.4183599142002778,17.897227652335772,3.295623124684224
3275,1730389686084,438.5,292.0,371.5,284.0,83,9,-51,-9,4,0.4183599142002778,17.897227652335772,3.295623124684224
3276,1730389686114,440.0,290.0,373.5,281.5,84,10,-51,-11,4,0.8191982823655506,13.8095577170297,3.611347496823986
3277,1730389686114,440.0,290.0,373.5,281.5,84,10,-51,-11,4,0.8191982823655506,13.8095577170297,3.611347496823986
3278,1730389686151,441.5,288.5,375.0,280.0,84,9,-49,-10,4,1.115447608766166,9.570648796616252,3.974239202726797
3279,1730389686151,441.5,288.5,375.0,280.0,84,9,-49,-10,4,1.115447608766166,9.570648796616252,3.974239202726797
3280,1730389686179,441.5,286.5,375.0,279.0,84,9,-49,-10,4,1.3440444672017635,5.434576419992165,4.307445488910155
3281,1730389686179,441.5,286.5,375.0,279.0,84,9,-49,-10,4,1.3440444672017635,5.434576419992165,4.307445488910155
3282,1730389686216,440.5,285.0,374.5,276.5,82,9,-50,-11,4,1.627073636850548,1.2405799789124623,4.674218794214768
3283,1730389686216,440.5,285.0,374.5,276.5,82,9,-50,-11,4,1.627073636850548,1.2405799789124623,4.674218794214768
3284,1730389686246,440.0,283.5,374.0,276.0,82,8,-49,-9,4,1.7926067342864656,-3.1965512312756195,4.997496697666988
3285,1730389686246,440.0,283.5,374.0,276.0,82,8,-49,-9,4,1.7926067342864656,-3.1965512312756195,4.997496697666988
3286,1730389686276,439.5,282.0,373.5,274.5,83,8,-49,-10,4,2.003960475698304,-7.317974751945194,5.2512324068950935
3287,1730389686276,439.5,282.0,373.5,274.5,83,8,-49,-10,4,2.003960475698304,-7.317974751945194,5.2512324068950935
3288,1730389686316,437.5,280.5,372.0,274.0,82,7,-49,-8,4,2.285071146928888,-11.07943172462554,5.471617723013334
